word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
সুনীল,162,109,0.34346,0.0101,1.16163
অবলম্বন,838,283,0.36401,0.02041,1.1616
তুলি,771,212,0.36392,0.02041,1.16155
যেমনি,114,90,0.32289,0.0,1.16145
মুখার্জীর,54,29,0.34306,0.0101,1.16143
গুরুচরণ,160,49,0.32279,0.0,1.1614
একসময়,136,477,0.34298,0.0101,1.16139
বাঘিনী,74,32,0.32223,0.0,1.16112
খুড়,32,20,0.32221,0.0,1.16111
আদরে,99,38,0.32199,0.0,1.161
অনায়াসে,586,318,0.32182,0.0,1.16091
মহারানী,23,77,0.32175,0.0,1.16088
কবিরাজ,167,76,0.32171,0.0,1.16085
আলাদা,322,906,0.32164,0.0,1.16082
বালকিষণ,38,21,0.32163,0.0,1.16082
চিনে,184,284,0.38345,0.03093,1.1608
গড়ে,350,741,0.36239,0.02041,1.16079
পিশাচ,135,57,0.32151,0.0,1.16075
ভটচাজ,60,20,0.32142,0.0,1.16071
পোঁ,32,41,0.32136,0.0,1.16068
থাক্,111,29,0.32124,0.0,1.16062
নহিলে,345,26,0.32101,0.0,1.16051
দুনিয়া,75,276,0.36181,0.02041,1.1605
হে,4366,1113,0.32099,0.0,1.16049
গোপনে,671,375,0.34116,0.0101,1.16048
মহেশ,61,35,0.32087,0.0,1.16044
শ্রীকৃষ্ণ,228,65,0.32087,0.0,1.16043
সঙ্গী,438,429,0.32081,0.0,1.1604
মাশুল,28,21,0.32075,0.0,1.16038
যাবতীয়,142,161,0.34096,0.0101,1.16038
তথাপি,1240,168,0.32073,0.0,1.16037
লেন,50,60,0.32067,0.0,1.16033
মিলিত,344,172,0.34085,0.0101,1.16032
সন্ধি,178,60,0.32053,0.0,1.16027
পিন,43,22,0.32046,0.0,1.16023
তারা,606,790,0.32027,0.0,1.16013
হইয়াই,296,23,0.34036,0.0101,1.16008
ঠেক,172,245,0.36091,0.02041,1.16005
চিরকাল,851,589,0.36084,0.02041,1.16001
অভ্যস্ত,220,192,0.32001,0.0,1.16
কোনখানে,46,79,0.34009,0.0101,1.15995
লিখিয়ে,31,46,0.31987,0.0,1.15994
এইরূপে,699,34,0.31975,0.0,1.15988
বাউল,20,665,0.31967,0.0,1.15983
বিবেচনা,784,166,0.36043,0.02041,1.1598
কিন্ত,112,20,0.3195,0.0,1.15975
এজন্য,449,71,0.31948,0.0,1.15974
প্রক্ষিপ্ত,182,22,0.31924,0.0,1.15962
পিণ্ড,27,35,0.31918,0.0,1.15959
অমুক,125,109,0.31916,0.0,1.15958
বিলি,108,55,0.31908,0.0,1.15954
আমেনা,201,54,0.31888,0.0,1.15944
মেধাবী,52,31,0.31876,0.0,1.15938
কর্তা,650,411,0.35954,0.02041,1.15936
লাভ,4403,1958,0.31864,0.0,1.15932
বললো,31,1421,0.38045,0.03093,1.1593
সাঁওতাল,47,166,0.31856,0.0,1.15928
প্রাপ্তির,180,41,0.33864,0.0101,1.15922
কার্য,928,124,0.31828,0.0,1.15914
পটু,108,20,0.31816,0.0,1.15908
স্বাক্ষর,69,74,0.31812,0.0,1.15906
কুমুর,275,30,0.31804,0.0,1.15902
প্রথমে,1776,1465,0.31788,0.0,1.15894
যাঁহা,467,57,0.33807,0.0101,1.15893
সুজন,37,131,0.31779,0.0,1.1589
দলে,848,618,0.33782,0.0101,1.15881
জায়গাতে,41,75,0.31759,0.0,1.1588
পাতালে,45,45,0.31757,0.0,1.15879
অন্যত্র,282,136,0.31737,0.0,1.15868
ক্ষান্ত,254,67,0.31726,0.0,1.15863
করাইয়া,538,68,0.33713,0.0101,1.15847
ইমাম,132,72,0.33713,0.0101,1.15846
ত্রাস,32,46,0.31688,0.0,1.15844
পাতি,75,41,0.31681,0.0,1.15841
লাস,90,35,0.31682,0.0,1.15841
ছাঁট,21,38,0.31681,0.0,1.1584
ব্যতিব্যস্ত,76,31,0.3168,0.0,1.1584
অভিপ্রায়,372,103,0.31668,0.0,1.15834
সুভাষিণীর,33,49,0.3166,0.0,1.1583
খুঁজি,243,58,0.31639,0.0,1.1582
যুদ্ধক্ষেত্র,67,21,0.3164,0.0,1.1582
কিং,31,45,0.31617,0.0,1.15809
মিল,441,798,0.37799,0.03093,1.15807
ঝাঁ,234,215,0.33623,0.0101,1.15801
জামাইবাবুর,32,76,0.31595,0.0,1.15798
হেতু,436,97,0.3361,0.0101,1.15795
বড়বাবুর,34,169,0.31577,0.0,1.15789
বুঝিল,660,48,0.33579,0.0101,1.15779
থাকুক,286,213,0.31556,0.0,1.15778
প্রধান,1418,559,0.33575,0.0101,1.15777
না‌,151,574,0.35616,0.02041,1.15767
লুণ্ঠিত,57,30,0.31526,0.0,1.15763
সমীচীন,63,42,0.3152,0.0,1.1576
নিয়মে,203,78,0.33538,0.0101,1.15759
অন্নদা,181,45,0.31517,0.0,1.15758
উদ্দেশ,594,281,0.33532,0.0101,1.15756
যদু,184,84,0.35591,0.02041,1.15755
দেও,97,189,0.31495,0.0,1.15748
মন্ত্রীর,78,36,0.31494,0.0,1.15747
বিপরীত,273,186,0.35555,0.02041,1.15737
ন্যাড়া,32,212,0.31461,0.0,1.15731
থাম,491,1924,0.37634,0.03093,1.15724
লে,61,111,0.35527,0.02041,1.15723
বিমলবাবু,42,123,0.31442,0.0,1.15721
আজক,426,899,0.31441,0.0,1.1572
বোধহয়,579,2003,0.31438,0.0,1.15719
ইয়াসিন,40,81,0.31435,0.0,1.15717
সেরূপ,289,30,0.31425,0.0,1.15713
স্বর্গীয়,224,46,0.31427,0.0,1.15713
প্রশান্ত,242,281,0.31423,0.0,1.15711
উৎপাদন,248,95,0.33438,0.0101,1.15709
আধ,395,418,0.37602,0.03093,1.15708
যাকিছু,225,162,0.31416,0.0,1.15708
দরিয়,59,29,0.31412,0.0,1.15706
ক্ষুদ্র,1875,441,0.35483,0.02041,1.15701
আধা,34,114,0.33405,0.0101,1.15692
প্রভুর,300,90,0.33402,0.0101,1.15691
বুড়ী,219,165,0.31376,0.0,1.15688
পুরানো,247,139,0.35453,0.02041,1.15686
জয়গোপাল,50,21,0.3136,0.0,1.1568
তলে,295,249,0.33375,0.0101,1.15677
খুকীর,49,32,0.31342,0.0,1.15671
খানা,150,164,0.3336,0.0101,1.1567
অকাতরে,91,31,0.31336,0.0,1.15668
বেবির,21,37,0.31335,0.0,1.15668
যেটা,168,500,0.33356,0.0101,1.15668
অভাবে,418,290,0.35411,0.02041,1.15665
বুঝি,5842,4276,0.31326,0.0,1.15663
দেউলে,34,29,0.33334,0.0101,1.15657
বস্তুত,188,231,0.31314,0.0,1.15657
তায়,137,118,0.35386,0.02041,1.15652
মামু,76,81,0.31295,0.0,1.15648
দুর,157,146,0.31294,0.0,1.15647
পাণ্ডা,43,47,0.31287,0.0,1.15644
বংশীর,25,138,0.3125,0.0,1.15625
মধুকর,37,25,0.31248,0.0,1.15624
প্রয়োজনে,107,181,0.35325,0.02041,1.15622
অম্লান,41,69,0.3123,0.0,1.15615
কাক,653,1099,0.353,0.02041,1.15609
চিরদিন,859,410,0.39551,0.04167,1.15609
কারাগারের,53,45,0.31216,0.0,1.15608
চরণে,437,239,0.33234,0.0101,1.15607
অভিনব,136,72,0.31209,0.0,1.15605
কিরকম,182,60,0.31195,0.0,1.15598
পুনরায়,1167,284,0.33209,0.0101,1.15595
সকলকে,216,102,0.35246,0.02041,1.15582
ভাবছিল,74,223,0.33177,0.0101,1.15578
নানান,67,284,0.33161,0.0101,1.1557
মহাদেবের,63,23,0.31134,0.0,1.15567
অলি,20,22,0.31129,0.0,1.15564
বানর,148,71,0.33146,0.0101,1.15563
সাজি,133,20,0.31123,0.0,1.15562
গাজী,123,43,0.33141,0.0101,1.15561
কেষ্ট,138,218,0.35178,0.02041,1.15548
গৃহিণীর,143,46,0.33099,0.0101,1.15539
মাহা,27,23,0.31078,0.0,1.15539
চিবু,31,121,0.31074,0.0,1.15537
নায়িকা,65,34,0.31073,0.0,1.15536
আল,66,140,0.33086,0.0101,1.15533
দোয়া,21,66,0.31064,0.0,1.15532
নির্মল,728,211,0.33074,0.0101,1.15527
মোদের,54,28,0.31047,0.0,1.15524
সিং,521,933,0.43798,0.06383,1.15516
স্বরূপ,541,255,0.33026,0.0101,1.15503
তোমারি,143,43,0.30998,0.0,1.15499
তারানাথ,65,27,0.30992,0.0,1.15496
কবীর,31,38,0.30986,0.0,1.15493
সতীর,58,29,0.30982,0.0,1.15491
স্বভাবসিদ্ধ,35,22,0.30982,0.0,1.15491
কিরূপ,567,93,0.35062,0.02041,1.1549
জ্যোতিষ,170,68,0.30979,0.0,1.1549
দুল,95,318,0.35061,0.02041,1.1549
ঐখানে,105,84,0.32998,0.0101,1.15489
দিল্লীর,184,59,0.32992,0.0101,1.15486
প্রভেদ,422,76,0.35051,0.02041,1.15485
রাজপুত,334,64,0.32989,0.0101,1.15484
হাতিয়,44,54,0.30962,0.0,1.15481
মোল্লা,49,95,0.30959,0.0,1.1548
বিশ্বনাথ,35,61,0.30947,0.0,1.15473
পোকা,104,254,0.37117,0.03093,1.15466
বিপক্ষে,90,33,0.30923,0.0,1.15462
রাখতে,32,63,0.30922,0.0,1.15461
দাবী,243,113,0.35002,0.02041,1.1546
একটিমাত্র,285,181,0.34997,0.02041,1.15458
রাজাবাহাদুর,164,65,0.30917,0.0,1.15458
বিধর্মী,56,38,0.30901,0.0,1.1545
উড়োজাহাজ,98,20,0.3088,0.0,1.1544
থরে,48,35,0.30866,0.0,1.15433
গেলো,31,159,0.30861,0.0,1.15431
হতভাগ্য,304,155,0.37042,0.03093,1.15428
অনুসন্ধান,731,256,0.3287,0.0101,1.15425
অর্ধ,78,25,0.32853,0.0101,1.15417
বৈদ্য,64,59,0.30831,0.0,1.15416
কল্যাণে,125,53,0.30826,0.0,1.15413
ভট্টাচার্য,45,133,0.32846,0.0101,1.15413
অভিলাষ,120,61,0.34906,0.02041,1.15412
বোনা,35,132,0.30824,0.0,1.15412
পতাকা,115,59,0.30822,0.0,1.15411
লইলে,83,25,0.32843,0.0101,1.15411
সেইসঙ্গে,105,146,0.30804,0.0,1.15402
নিযুক্ত,947,158,0.32819,0.0101,1.15399
গঙ্গাধর,30,57,0.32813,0.0101,1.15397
আরো,1095,2044,0.3079,0.0,1.15395
মোহ,371,161,0.30789,0.0,1.15395
আলির,62,33,0.30789,0.0,1.15394
বাদ,577,744,0.30762,0.0,1.15381
রেডি,21,147,0.3278,0.0101,1.1538
অনুচরগণ,33,42,0.3074,0.0,1.1537
পিঁপড়ে,25,208,0.32758,0.0101,1.15369
লক্ষ্মীর,123,61,0.30738,0.0,1.15369
চণ্ডাল,46,36,0.3073,0.0,1.15365
অধ্যয়ন,254,25,0.3072,0.0,1.1536
অস্ত্রশস্ত্র,88,55,0.30706,0.0,1.15353
বারুদ,50,22,0.30705,0.0,1.15353
সেজন্য,437,177,0.30699,0.0,1.1535
ধাতুর,47,21,0.30696,0.0,1.15348
পূর্বে,2640,1200,0.32717,0.0101,1.15348
সেজন্যে,128,184,0.32704,0.0101,1.15342
অমিয়,76,61,0.3067,0.0,1.15335
কারণে,1203,1088,0.32689,0.0101,1.15334
খেয়ালে,27,43,0.30661,0.0,1.15331
দোলায়,50,80,0.30651,0.0,1.15325
বারেক,51,23,0.30647,0.0,1.15323
দুলাল,52,101,0.30639,0.0,1.15319
নিশি,236,77,0.32638,0.0101,1.15309
প্রেরণ,430,50,0.30615,0.0,1.15307
গোড়,99,147,0.34683,0.02041,1.15301
নাএ,234,140,0.30599,0.0,1.153
মানে,1261,3549,0.36767,0.03093,1.15291
কেল্লা,49,54,0.30569,0.0,1.15285
হিরণ,28,28,0.30564,0.0,1.15282
সত্যিক,179,154,0.32581,0.0101,1.1528
তিমি,25,54,0.30557,0.0,1.15279
নামবে,27,87,0.30553,0.0,1.15277
আনত,94,48,0.30543,0.0,1.15271
দীর্ঘকাল,225,159,0.30539,0.0,1.15269
দাশু,106,73,0.30527,0.0,1.15264
যুগল,94,40,0.30514,0.0,1.15257
সুনন্দ,22,149,0.3051,0.0,1.15255
পুথি,22,87,0.30495,0.0,1.15247
ইজ্জত,20,83,0.30488,0.0,1.15244
গোড়ায়,96,189,0.30484,0.0,1.15242
উৎপন্ন,316,48,0.30483,0.0,1.15241
দেবীর,414,344,0.34563,0.02041,1.15241
বানা,45,189,0.32502,0.0101,1.15241
কাহা,2665,328,0.34535,0.02041,1.15227
উদ্দেশ্য,1049,707,0.34534,0.02041,1.15226
আস্,1744,2194,0.30444,0.0,1.15222
বান্ধব,50,31,0.30437,0.0,1.15218
ধরনে,49,44,0.30427,0.0,1.15213
গৌরীর,28,249,0.30419,0.0,1.15209
অন্ধ,650,656,0.3875,0.04167,1.15208
মুক্ত,862,541,0.34494,0.02041,1.15206
কহি,8629,139,0.45463,0.07527,1.15205
ভাবিল,567,57,0.32423,0.0101,1.15201
গোলোক,120,24,0.30399,0.0,1.152
সুকুমার,36,81,0.304,0.0,1.152
প্রত্যে,75,41,0.30393,0.0,1.15196
নন্দীর,36,42,0.3038,0.0,1.1519
মুশকিল,248,358,0.32388,0.0101,1.15184
প্রতিম,136,30,0.34446,0.02041,1.15182
বুড়োর,88,152,0.30362,0.0,1.15181
যুধিষ্ঠির,192,110,0.32383,0.0101,1.15181
চেলা,49,75,0.32381,0.0101,1.1518
উচ্চৈঃস্বরে,193,35,0.36542,0.03093,1.15178
পদে,1287,330,0.36539,0.03093,1.15177
উপদেশ,780,275,0.30349,0.0,1.15175
ইতিমধ্যেই,64,126,0.30345,0.0,1.15173
ওটা,697,1421,0.32356,0.0101,1.15168
তুলল,46,404,0.30333,0.0,1.15167
সিন্ধু,117,86,0.32344,0.0101,1.15162
কিছুকাল,256,139,0.32326,0.0101,1.15153
এতদিন,1240,852,0.32324,0.0101,1.15152
করুণা,452,282,0.36484,0.03093,1.15149
রক্তপাত,94,59,0.32319,0.0101,1.15149
বেছ,153,271,0.32316,0.0101,1.15148
চক্রবর্তীর,110,164,0.30287,0.0,1.15143
বিনোদ,261,21,0.30277,0.0,1.15139
হাঁপা,94,181,0.32294,0.0101,1.15137
দেখেন,388,307,0.32292,0.0101,1.15136
নিজস্ব,150,284,0.3027,0.0,1.15135
সুধা,132,190,0.32288,0.0101,1.15134
বাট,42,99,0.34347,0.02041,1.15133
বেশী,1610,1120,0.32287,0.0101,1.15133
টুটি,33,34,0.30261,0.0,1.15131
গড়িয়া,226,60,0.32279,0.0101,1.15129
তিমির,36,49,0.30259,0.0,1.15129
নাপিত,142,45,0.30258,0.0,1.15129
অধিকারীর,33,32,0.30249,0.0,1.15125
উপক,613,284,0.34328,0.02041,1.15123
ভাবিয়া,1605,172,0.34309,0.02041,1.15114
প্রতিভা,195,124,0.30223,0.0,1.15111
বারি,74,45,0.30211,0.0,1.15105
তারপরে,438,908,0.32215,0.0101,1.15097
স্টেজ,21,91,0.30185,0.0,1.15093
অঙ্গ,511,309,0.36364,0.03093,1.15089
আফিম,55,36,0.30176,0.0,1.15088
হালে,30,69,0.34246,0.02041,1.15082
মঞ্জুর,78,53,0.34244,0.02041,1.15081
বহি,249,31,0.30155,0.0,1.15078
সরকার,181,534,0.32176,0.0101,1.15078
আশে,61,64,0.30154,0.0,1.15077
এসময়ে,22,70,0.30148,0.0,1.15074
গান্ধী,35,81,0.3423,0.02041,1.15074
দিশে,24,43,0.30132,0.0,1.15066
ধ্যান,249,152,0.30123,0.0,1.15062
রহিয়া,1199,318,0.30113,0.0,1.15057
মৌলবি,32,40,0.30097,0.0,1.15048
কাঙাল,50,53,0.30091,0.0,1.15046
ক্রমাগত,337,169,0.32103,0.0101,1.15041
হারাণ,189,45,0.30077,0.0,1.15039
শৈলবালা,44,63,0.30068,0.0,1.15034
সমুখে,61,100,0.30067,0.0,1.15033
হইলেই,459,46,0.34145,0.02041,1.15032
সীমা,636,299,0.32079,0.0101,1.15029
পুতুল,425,600,0.34128,0.02041,1.15023
মুহুর্,24,62,0.30039,0.0,1.1502
মদ্যপান,42,47,0.30038,0.0,1.15019
যেকোনো,112,174,0.30033,0.0,1.15017
জীবে,38,25,0.30031,0.0,1.15016
বিনু,60,138,0.30032,0.0,1.15016
অসময়ে,225,97,0.30027,0.0,1.15013
লাজ,74,25,0.30009,0.0,1.15004
বুঝা,418,90,0.34083,0.02041,1.15001
আহমদ,85,188,0.32018,0.0101,1.14999
কষ্টে,527,276,0.36175,0.03093,1.14995
হাজি,22,180,0.3201,0.0101,1.14995
অপরে,85,22,0.29987,0.0,1.14993
ভবতোষ,62,55,0.32,0.0101,1.1499
আঁ,185,268,0.29957,0.0,1.14978
সুরু,40,38,0.2995,0.0,1.14975
এরা,62,113,0.29926,0.0,1.14963
নার,36,20,0.29923,0.0,1.14962
গুপি,92,39,0.2992,0.0,1.1496
সময়ে,3927,1615,0.29919,0.0,1.14959
বৌঠান,151,459,0.31932,0.0101,1.14956
নিমি,33,346,0.29904,0.0,1.14952
পরী,181,96,0.29894,0.0,1.14947
ভীম,192,61,0.29888,0.0,1.14944
ভজহরি,34,21,0.29887,0.0,1.14943
নিত্যানন্দ,112,80,0.31892,0.0101,1.14936
দেবতা,1668,389,0.36056,0.03093,1.14935
বাঙলা,73,628,0.40397,0.05263,1.14935
সাক্ষ্য,158,174,0.29866,0.0,1.14933
অন্যান্য,977,684,0.33936,0.02041,1.14927
আশ্রমে,154,132,0.29854,0.0,1.14927
শিখা,151,299,0.36036,0.03093,1.14925
কাঁচা,356,475,0.31866,0.0101,1.14923
অপ,128,46,0.29838,0.0,1.14919
জনা,40,106,0.29833,0.0,1.14917
পারুক,33,28,0.29823,0.0,1.14911
হি,260,202,0.31841,0.0101,1.14911
দেশী,204,194,0.2982,0.0,1.1491
শিখরে,73,41,0.29817,0.0,1.14908
শেষকালে,238,94,0.29803,0.0,1.14901
জুড়িয়া,225,54,0.29797,0.0,1.14899
নয়এ,70,25,0.2979,0.0,1.14895
বামা,29,21,0.2979,0.0,1.14895
উৎসর্গ,146,60,0.31803,0.0101,1.14891
ভুলো,90,106,0.3179,0.0101,1.14885
বিস্মৃত,296,55,0.31784,0.0101,1.14882
সর্বশেষ,65,113,0.29757,0.0,1.14879
প্রথমা,52,23,0.31767,0.0101,1.14873
অভিসারে,29,20,0.29744,0.0,1.14872
নামা,127,218,0.3592,0.03093,1.14867
চেষ্টাতে,62,33,0.29731,0.0,1.14865
প্রত্যাশায়,66,58,0.2973,0.0,1.14865
আলীর,80,85,0.29722,0.0,1.14861
দেবদেবী,43,27,0.29719,0.0,1.14859
শিবির,264,72,0.29699,0.0,1.1485
পরান,165,82,0.33779,0.02041,1.14849
উল,59,62,0.33764,0.02041,1.14841
চিকিৎসক,178,44,0.29676,0.0,1.14838
সুকুমারী,138,96,0.29676,0.0,1.14838
বৌদিদি,155,72,0.31686,0.0101,1.14833
প্রার্থনায়,61,21,0.29656,0.0,1.14828
শান্তি,973,697,0.31674,0.0101,1.14827
তুষ্ট,74,44,0.29647,0.0,1.14823
জোরালো,50,138,0.29644,0.0,1.14822
মনোভাব,264,187,0.29631,0.0,1.14816
কাল্পনিক,142,75,0.29612,0.0,1.14806
কেঁদ,28,42,0.29607,0.0,1.14804
লাগিবে,154,20,0.31625,0.0101,1.14803
নির্ভয়ে,165,85,0.29605,0.0,1.14802
সুখ্যাতি,97,25,0.29603,0.0,1.14801
অসাধ্য,229,132,0.29593,0.0,1.14797
রমণীর,339,79,0.31602,0.0101,1.14791
বাই,91,101,0.35759,0.03093,1.14787
রাঘব,102,97,0.29573,0.0,1.14787
গুন্,37,23,0.31592,0.0101,1.14786
যত্নে,242,66,0.33653,0.02041,1.14786
তুলসীর,29,41,0.33642,0.02041,1.1478
অমলেন্দু,130,20,0.29553,0.0,1.14777
হাতেপায়ে,47,23,0.29534,0.0,1.14767
করুক,603,323,0.31548,0.0101,1.14764
চারিটা,65,21,0.29521,0.0,1.1476
তাড়,25,64,0.29514,0.0,1.14757
ভাগ্য,349,519,0.33593,0.02041,1.14756
ডু,23,28,0.29503,0.0,1.14752
সেদিক,68,129,0.31512,0.0101,1.14746
মেজবাবু,43,194,0.2949,0.0,1.14745
করুন,3484,1014,0.29485,0.0,1.14743
যথার্থ,1029,264,0.29484,0.0,1.14742
একরকম,477,374,0.29481,0.0,1.14741
শরিক,24,50,0.29476,0.0,1.14738
শেঠ,58,73,0.29476,0.0,1.14738
ডাকিনী,40,32,0.29456,0.0,1.14728
দান,1426,664,0.33538,0.02041,1.14728
ডাঃ,394,659,0.33521,0.02041,1.1472
বৃথা,608,286,0.31459,0.0101,1.14719
আড়,64,100,0.29435,0.0,1.14717
ধরাশায়ী,45,47,0.29425,0.0,1.14712
মানি,371,177,0.33503,0.02041,1.14711
বিলাসী,56,51,0.29417,0.0,1.14708
বুঝল,33,363,0.29415,0.0,1.14708
ঈশ্বর,1274,881,0.39939,0.05263,1.14706
শিকারী,74,71,0.3143,0.0101,1.14705
বালক,1220,302,0.35591,0.03093,1.14703
সত্যবতীর,22,27,0.29404,0.0,1.14702
তাহে,103,23,0.31421,0.0101,1.147
মসজিদ,67,71,0.29386,0.0,1.14693
আলী,276,523,0.37712,0.04167,1.14689
সেনা,319,40,0.29378,0.0,1.14689
এইসকল,278,20,0.29375,0.0,1.14688
মাইয়া,31,43,0.37709,0.04167,1.14688
স্থাপন,767,189,0.35555,0.03093,1.14685
সবসুদ্ধ,56,63,0.29364,0.0,1.14682
গ্রামে,1128,572,0.35543,0.03093,1.14679
বেচা,302,175,0.31378,0.0101,1.14679
বড়দা,96,166,0.33413,0.02041,1.14666
বাঁকা,158,416,0.33412,0.02041,1.14665
ফাঁকি,493,357,0.31341,0.0101,1.1466
বার্তা,96,84,0.29314,0.0,1.14657
হাতীর,62,24,0.2931,0.0,1.14655
দীন,168,136,0.29302,0.0,1.14651
বিলাতি,146,44,0.29297,0.0,1.14649
ক্রীড়া,138,25,0.29294,0.0,1.14647
লও,202,53,0.33376,0.02041,1.14647
চুক,57,115,0.31302,0.0101,1.14641
অন্তর,941,569,0.35465,0.03093,1.1464
হারাইয়া,238,44,0.31297,0.0101,1.14639
ফলা,90,120,0.31291,0.0101,1.14636
সাহায্যে,834,426,0.29247,0.0,1.14623
সুদীর্ঘ,250,112,0.31266,0.0101,1.14623
তাড়া,382,582,0.29244,0.0,1.14622
সিদ্ধিলাভ,62,36,0.29245,0.0,1.14622
ব্রহ্মা,70,66,0.29242,0.0,1.14621
কিরীটী,654,4227,0.33305,0.02041,1.14612
এইখানেই,341,134,0.31243,0.0101,1.14611
দেশি,28,51,0.29189,0.0,1.14594
মক্কা,29,36,0.29186,0.0,1.14593
আগ্রহে,135,103,0.31204,0.0101,1.14592
মরমে,72,37,0.33251,0.02041,1.14585
ঘেঁটে,30,49,0.29166,0.0,1.14583
সাধুচরণ,25,69,0.29164,0.0,1.14582
সগর্বে,81,58,0.29161,0.0,1.14581
বলিলে,626,83,0.33242,0.02041,1.1458
অব্যর্থ,59,69,0.29155,0.0,1.14578
তিলে,62,118,0.37487,0.04167,1.14577
লাগি,3693,340,0.37474,0.04167,1.1457
চুপি,717,332,0.33217,0.02041,1.14568
প্রচলিত,1110,147,0.33214,0.02041,1.14566
সামান্য,1583,1901,0.35315,0.03093,1.14565
নারে,32,92,0.29126,0.0,1.14563
আমরা,591,472,0.31135,0.0101,1.14557
রেবা,26,23,0.29096,0.0,1.14548
সায়েবের,31,123,0.29085,0.0,1.14543
পলাতক,69,105,0.29083,0.0,1.14542
পদতলে,164,20,0.31098,0.0101,1.14539
পত্রপাঠ,25,27,0.29071,0.0,1.14535
কোন্,1322,725,0.33144,0.02041,1.14531
কৈলাস,56,50,0.29049,0.0,1.14525
সুধ,47,43,0.29051,0.0,1.14525
ছাড়ল,39,182,0.29044,0.0,1.14522
বুদ্ধদেব,25,68,0.2903,0.0,1.14515
মল্লিক,250,609,0.35213,0.03093,1.14514
মেথর,31,73,0.29018,0.0,1.14509
শোভা,590,163,0.31037,0.0101,1.14508
পূর্ণিমা,111,115,0.37348,0.04167,1.14507
প্রত্যাশা,243,125,0.29015,0.0,1.14507
কৃত্রিম,245,157,0.29006,0.0,1.14503
ঠিকমত,71,33,0.28998,0.0,1.14499
আস্ত,138,286,0.31013,0.0101,1.14497
এবাড়ির,40,131,0.31012,0.0101,1.14496
উন্মেষ,49,68,0.2899,0.0,1.14495
শিল্পী,80,232,0.30994,0.0101,1.14487
বেশ্যা,43,61,0.28972,0.0,1.14486
চিত্ত,780,212,0.33051,0.02041,1.14485
চাইতে,355,695,0.37294,0.04167,1.1448
কুমু,737,83,0.28947,0.0,1.14473
সংগী,65,73,0.30966,0.0101,1.14473
সিদ্ধান্ত,314,217,0.35122,0.03093,1.14468
এদেশের,197,182,0.28919,0.0,1.1446
আছে‌,29,162,0.28917,0.0,1.14458
উদ্ধ,897,418,0.3299,0.02041,1.14454
গাড়োয়ান,157,163,0.28907,0.0,1.14454
দেবত,729,225,0.35084,0.03093,1.14449
মর্মে,75,63,0.30914,0.0101,1.14447
জয়দেব,62,22,0.28891,0.0,1.14445
নানাপ্রক,186,40,0.28888,0.0,1.14444
নিঃসন্দেহ,119,240,0.30905,0.0101,1.14442
হাই,151,269,0.30895,0.0101,1.14437
হিন্দুর,244,193,0.28867,0.0,1.14433
পড়ছিল,39,214,0.28859,0.0,1.14429
বহুব,118,89,0.28857,0.0,1.14428
শূন্য,702,564,0.3504,0.03093,1.14427
হেমের,93,67,0.28854,0.0,1.14427
অনন্ত,1030,190,0.37185,0.04167,1.14426
বলিয়াছিল,323,41,0.32932,0.02041,1.14425
দণ্ডে,69,23,0.28848,0.0,1.14424
শিবানী,20,106,0.28838,0.0,1.14419
বুড়ির,93,116,0.28822,0.0,1.14411
ভগিনী,306,65,0.288,0.0,1.144
অর্ধেক,427,406,0.34976,0.03093,1.14395
কুঞ্জর,27,60,0.28786,0.0,1.14393
মানব,558,302,0.34966,0.03093,1.1439
সাবিত্রী,534,156,0.32862,0.02041,1.1439
ক্লেশ,255,32,0.28779,0.0,1.14389
কাপ্তান,33,27,0.28774,0.0,1.14387
ড্রাগন,30,105,0.2877,0.0,1.14385
চণ্ডীদাস,279,41,0.28765,0.0,1.14383
নাকো,104,36,0.28766,0.0,1.14383
তৈল,170,27,0.30782,0.0101,1.14381
সাধ্য,634,329,0.2875,0.0,1.14375
অধ্যাপক,281,212,0.30756,0.0101,1.14368
আগমন,655,129,0.32809,0.02041,1.14364
বিধি,261,111,0.30723,0.0101,1.14351
ধীরাজ,41,65,0.28694,0.0,1.14347
অসমাপ্ত,64,58,0.28692,0.0,1.14346
বুঝেছি,39,139,0.30698,0.0101,1.14339
অত্যুক্তি,128,33,0.28676,0.0,1.14338
শীঘ্র,1122,269,0.32757,0.02041,1.14338
গফুর,61,22,0.28673,0.0,1.14336
সুত,128,195,0.32753,0.02041,1.14335
মাসিম,72,21,0.28656,0.0,1.14328
অন্যজন,23,62,0.28653,0.0,1.14327
কোনমতে,244,24,0.30675,0.0101,1.14327
অদূর,20,30,0.28642,0.0,1.14321
আমোদ,236,42,0.28638,0.0,1.14319
শের,55,30,0.28638,0.0,1.14319
সংগীত,265,447,0.30647,0.0101,1.14313
জলাঞ্জ,63,29,0.28621,0.0,1.14311
ধিক,47,24,0.28617,0.0,1.14309
মুলুক,26,62,0.28613,0.0,1.14307
মিলা,24,24,0.28609,0.0,1.14304
খেলোয়াড়,43,100,0.32681,0.02041,1.143
পারিতেন,314,21,0.30616,0.0101,1.14298
প্রকার,146,77,0.28587,0.0,1.14293
বলায়,67,60,0.28578,0.0,1.14289
বাংল,347,592,0.30597,0.0101,1.14289
স্থান,2738,715,0.32654,0.02041,1.14286
একএকব,107,38,0.30591,0.0101,1.14285
আঁচ,55,128,0.30589,0.0101,1.14284
